0	1	2	3	4	5
Q86WB0	Homo sapiens	Metazoa	502	False	Validation_2
P41696	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	914	False	Validation_2
J9VI03	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2377	False	Validation_2
Q06835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	107	False	Validation_2
P16965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	84	False	Validation_2
F4KFB3	Arabidopsis thaliana	Viridiplantae	598	False	Validation_2
Q03937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	False	Validation_2
P30044	Homo sapiens	Metazoa	214	False	Validation_2
Q1PDI2	Arabidopsis thaliana	Viridiplantae	487	False	Validation_2
P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	False	Validation_2
C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370	False	Validation_2
Q9U7D5	Caenorhabditis elegans	Metazoa	611	True	Validation_2
Q9LMK5	Arabidopsis thaliana	Viridiplantae	160	False	Validation_2
Q31708	Arabidopsis thaliana	Viridiplantae	362	False	Validation_2
Q9W0I5	Drosophila melanogaster	Metazoa	251	False	Validation_2
P11978	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1358	False	Validation_2
Q9C5Z3	Arabidopsis thaliana	Viridiplantae	441	False	Validation_2
A8DYY6	Drosophila melanogaster	Metazoa	616	False	Validation_2
P39683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429	False	Validation_2
Q3T040	Bos taurus	Metazoa	242	False	Validation_2
P49815	Homo sapiens	Metazoa	1807	False	Validation_2
P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	True	Validation_2
Q9UBT7	Homo sapiens	Metazoa	734	False	Validation_2
Q9Y4L5	Homo sapiens	Metazoa	304	False	Validation_2
O74944	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547	False	Validation_2
Q08902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515	True	Validation_2
Q5FWH3	Mus musculus	Metazoa	603	False	Validation_2
O00488	Homo sapiens	Metazoa	134	False	Validation_2
Q8BMI0	Mus musculus	Metazoa	1194	False	Validation_2
Q75WB5	Bos taurus	Metazoa	1288	False	Validation_2
Q9HBM1	Homo sapiens	Metazoa	224	False	Validation_2
Q9SL95	Arabidopsis thaliana	Viridiplantae	456	True	Validation_2
Q94545	Drosophila melanogaster	Metazoa	556	False	Validation_2
Q13772	Homo sapiens	Metazoa	614	False	Validation_2
Q96PZ2	Homo sapiens	Metazoa	611	False	Validation_2
Q8C167	Mus musculus	Metazoa	725	False	Validation_2
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374	False	Validation_2
C6TA59	Glycine max	Viridiplantae	214	False	Validation_2
Q94AL8	Arabidopsis thaliana	Viridiplantae	225	True	Validation_2
P49704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494	False	Validation_2
Q15436	Homo sapiens	Metazoa	765	False	Validation_2
P14736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754	False	Validation_2
P31111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False	Validation_2
P33076	Homo sapiens	Metazoa	1130	False	Validation_2
Q8R515	Rattus norvegicus	Metazoa	873	False	Validation_2
Q9VDE8	Drosophila melanogaster	Metazoa	974	False	Validation_2
Q04781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562	False	Validation_2
A0A0U2UYC4	Mycosarcoma maydis	Fungi	493	False	Validation_2
Q8N6L0	Homo sapiens	Metazoa	562	False	Validation_2
O23661	Arabidopsis thaliana	Viridiplantae	608	False	Validation_2
Q12753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694	False	Validation_2
P14164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	731	False	Validation_2
Q14978	Homo sapiens	Metazoa	699	False	Validation_2
P10900	Hordeum vulgare	Viridiplantae	508	True	Validation_2
O88801	Rattus norvegicus	Metazoa	354	False	Validation_2
Q9LW29	Arabidopsis thaliana	Viridiplantae	575	False	Validation_2
Q10FT0	Oryza sativa subsp. japonica	Viridiplantae	824	False	Validation_2
Q9ESK9	Mus musculus	Metazoa	1588	False	Validation_2
P36069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	Validation_2
Q920Q0	Rattus norvegicus	Metazoa	383	False	Validation_2
Q80UF7	Mus musculus	Metazoa	732	False	Validation_2
Q7M3M8	Drosophila melanogaster	Metazoa	793	False	Validation_2
Q9GZZ9	Homo sapiens	Metazoa	404	False	Validation_2
O23365	Arabidopsis thaliana	Viridiplantae	580	False	Validation_2
Q8IWL3	Homo sapiens	Metazoa	235	False	Validation_2
Q03770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	852	False	Validation_2
Q8R4T1	Mus musculus	Metazoa	145	False	Validation_2
Q94JV5	Arabidopsis thaliana	Viridiplantae	307	False	Validation_2
Q07878	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3144	False	Validation_2
Q12510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	522	False	Validation_2
Q6P2E9	Homo sapiens	Metazoa	1401	False	Validation_2
Q9UQC2	Homo sapiens	Metazoa	676	False	Validation_2
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	False	Validation_2
B2RUZ4	Homo sapiens	Metazoa	78	True	Validation_2
Q9NQS5	Homo sapiens	Metazoa	396	True	Validation_2
Q9H334	Homo sapiens	Metazoa	677	False	Validation_2
Q9NVR2	Homo sapiens	Metazoa	710	False	Validation_2
Q9ES52	Mus musculus	Metazoa	1191	False	Validation_2
A8WFJ9	Caenorhabditis elegans	Metazoa	437	False	Validation_2
P30706	Pisum sativum	Viridiplantae	457	False	Validation_2
Q8VY21	Arabidopsis thaliana	Viridiplantae	406	False	Validation_2
Q9BV86	Homo sapiens	Metazoa	223	False	Validation_2
Q9C9T2	Arabidopsis thaliana	Viridiplantae	451	False	Validation_2
P93045	Arabidopsis thaliana	Viridiplantae	240	False	Validation_2
O24606	Arabidopsis thaliana	Viridiplantae	628	False	Validation_2
P22141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	False	Validation_2
Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173	False	Validation_2
P22734	Rattus norvegicus	Metazoa	264	True	Validation_2
Q9NP71	Homo sapiens	Metazoa	852	False	Validation_2
Q04089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582	False	Validation_2
Q9LVI9	Arabidopsis thaliana	Viridiplantae	426	False	Validation_2
Q96HA7	Homo sapiens	Metazoa	1378	False	Validation_2
P27680	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	False	Validation_2
Q99575	Homo sapiens	Metazoa	1024	False	Validation_2
P38863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	823	False	Validation_2
Q6UWZ7	Homo sapiens	Metazoa	409	False	Validation_2
P34218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	831	False	Validation_2
P30429	Caenorhabditis elegans	Metazoa	549	False	Validation_2
F4K1B4	Arabidopsis thaliana	Viridiplantae	335	False	Validation_2
P23511	Homo sapiens	Metazoa	347	False	Validation_2
Q9Y804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	703	False	Validation_2
Q923D5	Mus musculus	Metazoa	641	False	Validation_2
O14044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	Validation_2
Q8NF50	Homo sapiens	Metazoa	2099	False	Validation_2
Q03782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False	Validation_2
P40576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	True	Validation_2
Q9UL03	Homo sapiens	Metazoa	887	False	Validation_2
O14894	Homo sapiens	Metazoa	197	True	Validation_2
Q9R1C7	Mus musculus	Metazoa	953	False	Validation_2
Q8IUR6	Homo sapiens	Metazoa	639	False	Validation_2
P49334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	152	False	Validation_2
Q8VYM2	Arabidopsis thaliana	Viridiplantae	524	True	Validation_2
Q99MV7	Mus musculus	Metazoa	1640	False	Validation_2
Q12242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671	False	Validation_2
Q12514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560	False	Validation_2
Q9U2M1	Caenorhabditis elegans	Metazoa	1499	False	Validation_2
Q42418	Arabidopsis thaliana	Viridiplantae	131	False	Validation_2
Q9Y7K9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	246	False	Validation_2
Q9USP0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False	Validation_2
Q6Z955	Oryza sativa subsp. japonica	Viridiplantae	518	False	Validation_2
Q96B49	Homo sapiens	Metazoa	74	False	Validation_2
Q02890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	Validation_2
Q09750	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1522	False	Validation_2
Q945M1	Arabidopsis thaliana	Viridiplantae	117	False	Validation_2
P48239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False	Validation_2
Q9W420	Drosophila melanogaster	Metazoa	1831	False	Validation_2
Q9VW47	Drosophila melanogaster	Metazoa	2531	False	Validation_2
Q99929	Homo sapiens	Metazoa	193	False	Validation_2
P45974	Homo sapiens	Metazoa	858	False	Validation_2
Q9D1F4	Mus musculus	Metazoa	257	False	Validation_2
P10834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	Validation_2
P53369	Rattus norvegicus	Metazoa	156	False	Validation_2
Q07279	Mus musculus	Metazoa	373	False	Validation_2
Q7TSD4	Mus musculus	Metazoa	393	False	Validation_2
Q9P6Q0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	112	False	Validation_2
G5ECD9	Caenorhabditis elegans	Metazoa	321	True	Validation_2
Q9D4J1	Mus musculus	Metazoa	240	False	Validation_2
P42847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217	False	Validation_2
Q9H078	Homo sapiens	Metazoa	707	False	Validation_2
Q9HAZ2	Homo sapiens	Metazoa	1276	False	Validation_2
Q9ESM6	Mus musculus	Metazoa	539	True	Validation_2
Q01454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	927	False	Validation_2
Q16385	Homo sapiens	Metazoa	188	False	Validation_2
Q9VDE4	Drosophila melanogaster	Metazoa	286	False	Validation_2
Q5VTB9	Homo sapiens	Metazoa	566	False	Validation_2
O13816	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	962	False	Validation_2
Q9LML2	Arabidopsis thaliana	Viridiplantae	979	False	Validation_2
Q09XV5	Mus musculus	Metazoa	2582	False	Validation_2
Q9DBA9	Mus musculus	Metazoa	547	False	Validation_2
Q8N100	Homo sapiens	Metazoa	152	False	Validation_2
P06701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	978	False	Validation_2
Q9P0S2	Homo sapiens	Metazoa	106	True	Validation_2
Q12045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False	Validation_2
Q9FJK3	Arabidopsis thaliana	Viridiplantae	321	False	Validation_2
O15047	Homo sapiens	Metazoa	1707	False	Validation_2
P19538	Drosophila melanogaster	Metazoa	1397	False	Validation_2
Q9M1X2	Arabidopsis thaliana	Viridiplantae	279	False	Validation_2
Q96JM7	Homo sapiens	Metazoa	780	False	Validation_2
Q9SYQ0	Arabidopsis thaliana	Viridiplantae	463	False	Validation_2
P50105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	388	False	Validation_2
O13894	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	False	Validation_2
Q07896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	False	Validation_2
Q969Y2	Homo sapiens	Metazoa	492	False	Validation_2
P38885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	False	Validation_2
Q92540	Homo sapiens	Metazoa	1137	False	Validation_2
Q6ZWK4	Homo sapiens	Metazoa	172	True	Validation_2
O94708	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	394	False	Validation_2
P40023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145	False	Validation_2
Q9QYK3	Rattus norvegicus	Metazoa	287	False	Validation_2
Q12182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False	Validation_2
Q9P2G3	Homo sapiens	Metazoa	628	False	Validation_2
Q700C7	Arabidopsis thaliana	Viridiplantae	364	False	Validation_2
Q9NQV5	Homo sapiens	Metazoa	511	False	Validation_2
Q9U1S7	Caenorhabditis elegans	Metazoa	716	True	Validation_2
Q9M903	Arabidopsis thaliana	Viridiplantae	479	False	Validation_2
Q17TI5	Arabidopsis thaliana	Viridiplantae	344	False	Validation_2
O77512	Bos taurus	Metazoa	295	False	Validation_2
Q91WW3	Mus musculus	Metazoa	302	True	Validation_2
Q9GMC9	Ovis aries	Metazoa	169	True	Validation_2
Q02772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108	False	Validation_2
Q91V81	Mus musculus	Metazoa	478	False	Validation_2
P38140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529	False	Validation_2
Q7SBR3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	86	False	Validation_2
Q8GV05	Arabidopsis thaliana	Viridiplantae	106	False	Validation_2
Q9ESC8	Mus musculus	Metazoa	1160	False	Validation_2
Q5VZV1	Homo sapiens	Metazoa	264	False	Validation_2
Q8VZE7	Arabidopsis thaliana	Viridiplantae	671	False	Validation_2
O47027	Chlamydomonas reinhardtii	Viridiplantae	570	False	Validation_2
Q6R3K9	Arabidopsis thaliana	Viridiplantae	664	True	Validation_2
Q7TNG8	Mus musculus	Metazoa	484	False	Validation_2
Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399	True	Validation_2
Q9XH32	Spinacia oleracea	Viridiplantae	222	False	Validation_2
P56329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321	False	Validation_2
P32493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	518	False	Validation_2
Q8K4V4	Rattus norvegicus	Metazoa	539	False	Validation_2
P56394	Mus musculus	Metazoa	63	False	Validation_2
Q18807	Caenorhabditis elegans	Metazoa	339	True	Validation_2
P25632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483	False	Validation_2
Q9HAI6	Homo sapiens	Metazoa	301	False	Validation_2
Q7TPF1	Rattus norvegicus	Metazoa	97	True	Validation_2
Q8LBB2	Arabidopsis thaliana	Viridiplantae	424	False	Validation_2
G5EE01	Caenorhabditis elegans	Metazoa	962	False	Validation_2
P23610	Homo sapiens	Metazoa	371	False	Validation_2
Q02223	Homo sapiens	Metazoa	184	True	Validation_2
P43246	Homo sapiens	Metazoa	934	False	Validation_2
Q9UJQ4	Homo sapiens	Metazoa	1053	False	Validation_2
Q94AC8	Arabidopsis thaliana	Viridiplantae	274	False	Validation_2
Q5EBL4	Homo sapiens	Metazoa	403	False	Validation_2
Q04175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944	False	Validation_2
P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752	False	Validation_2
Q96QU8	Homo sapiens	Metazoa	1125	False	Validation_2
Q9D328	Mus musculus	Metazoa	167	True	Validation_2
Q04305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513	False	Validation_2
Q7XJJ7	Arabidopsis thaliana	Viridiplantae	607	False	Validation_2
Q9SG86	Arabidopsis thaliana	Viridiplantae	675	False	Validation_2
P32970	Homo sapiens	Metazoa	193	True	Validation_2
O74424	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1837	False	Validation_2
P04039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78	True	Validation_2
Q21209	Caenorhabditis elegans	Metazoa	702	False	Validation_2
Q8LPS2	Arabidopsis thaliana	Viridiplantae	670	False	Validation_2
P83369	Homo sapiens	Metazoa	360	False	Validation_2
B1ASB6	Mus musculus	Metazoa	1015	False	Validation_2
Q1HTZ9	Aquarana catesbeiana	Metazoa	198	False	Validation_2
O95704	Homo sapiens	Metazoa	486	False	Validation_2
Q8GWA7	Arabidopsis thaliana	Viridiplantae	349	False	Validation_2
Q6PII3	Homo sapiens	Metazoa	467	False	Validation_2
Q2HJF1	Bos taurus	Metazoa	112	False	Validation_2
Q02794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	False	Validation_2
P32843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	850	False	Validation_2
Q3U8K7	Mus musculus	Metazoa	883	False	Validation_2
F4JW79	Arabidopsis thaliana	Viridiplantae	1493	False	Validation_2
P57725	Mus musculus	Metazoa	372	False	Validation_2
Q22024	Caenorhabditis elegans	Metazoa	543	False	Validation_2
D4A2Y9	Rattus norvegicus	Metazoa	403	False	Validation_2
A6H8Y1	Homo sapiens	Metazoa	2624	False	Validation_2
P46970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1048	False	Validation_2
Q810M6	Mus musculus	Metazoa	228	False	Validation_2
Q9SW18	Arabidopsis thaliana	Viridiplantae	312	False	Validation_2
Q7S910	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263	False	Validation_2
O15027	Homo sapiens	Metazoa	2357	False	Validation_2
Q9NZN9	Homo sapiens	Metazoa	384	False	Validation_2
Q09842	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407	False	Validation_2
A0A1W2P872	Mus musculus	Metazoa	492	False	Validation_2
Q8S3U9	Arabidopsis thaliana	Viridiplantae	1090	False	Validation_2
O00712	Homo sapiens	Metazoa	420	False	Validation_2
Q9H0E3	Homo sapiens	Metazoa	1048	False	Validation_2
Q12416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	Validation_2
Q9JI13	Mus musculus	Metazoa	469	False	Validation_2
P40087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False	Validation_2
P46946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345	False	Validation_2
Q96GR2	Homo sapiens	Metazoa	724	False	Validation_2
D3YZI9	Mus musculus	Metazoa	523	False	Validation_2
O15287	Homo sapiens	Metazoa	622	False	Validation_2
O82628	Arabidopsis thaliana	Viridiplantae	110	False	Validation_2
Q9UI26	Homo sapiens	Metazoa	975	False	Validation_2
Q8BJ64	Mus musculus	Metazoa	596	False	Validation_2
Q09858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	False	Validation_2
P0C2X8	Xenopus laevis	Metazoa	363	False	Validation_2
Q15022	Homo sapiens	Metazoa	739	False	Validation_2
Q96HJ9	Homo sapiens	Metazoa	113	False	Validation_2
Q3MIT2	Homo sapiens	Metazoa	529	False	Validation_2
P47077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666	False	Validation_2
Q9WUU9	Mus musculus	Metazoa	1971	False	Validation_2
Q8N8R5	Homo sapiens	Metazoa	385	False	Validation_2
Q9BRS8	Homo sapiens	Metazoa	491	False	Validation_2
Q17569	Caenorhabditis elegans	Metazoa	389	False	Validation_2
Q8VY15	Arabidopsis thaliana	Viridiplantae	899	False	Validation_2
Q9EQW6	Mus musculus	Metazoa	323	False	Validation_2
Q6EKJ0	Homo sapiens	Metazoa	949	False	Validation_2
Q39161	Arabidopsis thaliana	Viridiplantae	586	False	Validation_2
P50077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2039	False	Validation_2
Q03468	Homo sapiens	Metazoa	1493	False	Validation_2
Q9EST4	Mus musculus	Metazoa	264	False	Validation_2
O74905	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	189	False	Validation_2
O74975	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	362	False	Validation_2
Q8VDP2	Mus musculus	Metazoa	222	False	Validation_2
P32800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	True	Validation_2
O43818	Homo sapiens	Metazoa	475	False	Validation_2
F4HXU3	Arabidopsis thaliana	Viridiplantae	142	False	Validation_2
P97524	Rattus norvegicus	Metazoa	620	True	Validation_2
O15226	Homo sapiens	Metazoa	690	False	Validation_2
Q9C7A2	Arabidopsis thaliana	Viridiplantae	590	False	Validation_2
P38961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392	False	Validation_2
Q09094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	False	Validation_2
P53168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247	False	Validation_2
O43739	Homo sapiens	Metazoa	400	False	Validation_2
Q9S7G6	Arabidopsis thaliana	Viridiplantae	991	False	Validation_2
Q9EQN3	Mus musculus	Metazoa	387	False	Validation_2
Q9Y6K0	Homo sapiens	Metazoa	416	True	Validation_2
Q924W6	Mus musculus	Metazoa	1344	False	Validation_2
Q9USQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	396	False	Validation_2
O43030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287	False	Validation_2
O94701	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False	Validation_2
F8VPN2	Mus musculus	Metazoa	2785	False	Validation_2
Q6PJT7	Homo sapiens	Metazoa	736	False	Validation_2
F4KH86	Arabidopsis thaliana	Viridiplantae	400	False	Validation_2
O74311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False	Validation_2
O60683	Homo sapiens	Metazoa	326	True	Validation_2
Q9BVI4	Homo sapiens	Metazoa	516	False	Validation_2
P28795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	True	Validation_2
Q12789	Homo sapiens	Metazoa	2109	False	Validation_2
Q9D915	Mus musculus	Metazoa	106	False	Validation_2
Q08213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	Validation_2
Q8WYK0	Homo sapiens	Metazoa	555	False	Validation_2
O35445	Mus musculus	Metazoa	180	False	Validation_2
P53628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False	Validation_2
Q84T94	Oryza sativa subsp. japonica	Viridiplantae	639	False	Validation_2
Q9STX3	Arabidopsis thaliana	Viridiplantae	151	False	Validation_2
Q84LK0	Arabidopsis thaliana	Viridiplantae	1118	False	Validation_2
P40345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	True	Validation_2
Q9VBW9	Drosophila melanogaster	Metazoa	419	False	Validation_2
Q8LJT8	Arabidopsis thaliana	Viridiplantae	743	False	Validation_2
Q9XUK2	Caenorhabditis elegans	Metazoa	307	False	Validation_2
Q5TKA1	Homo sapiens	Metazoa	542	False	Validation_2
P23709	Bos taurus	Metazoa	266	False	Validation_2
Q6PB70	Mus musculus	Metazoa	1060	False	Validation_2
O81836	Arabidopsis thaliana	Viridiplantae	314	False	Validation_2
Q8VDY4	Mus musculus	Metazoa	628	False	Validation_2
O96000	Homo sapiens	Metazoa	172	False	Validation_2
Q7S1R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	267	False	Validation_2
Q80Z29	Rattus norvegicus	Metazoa	491	False	Validation_2
P48437	Mus musculus	Metazoa	737	False	Validation_2
Q84Y18	Arabidopsis thaliana	Viridiplantae	332	False	Validation_2
Q9Y4Z0	Homo sapiens	Metazoa	139	False	Validation_2
Q7TMF3	Mus musculus	Metazoa	145	False	Validation_2
Q8WVF1	Homo sapiens	Metazoa	389	False	Validation_2
Q96MF7	Homo sapiens	Metazoa	247	False	Validation_2
Q9C8H3	Arabidopsis thaliana	Viridiplantae	776	False	Validation_2
P15919	Mus musculus	Metazoa	1040	False	Validation_2
Q91YE8	Mus musculus	Metazoa	1087	False	Validation_2
Q96HY7	Homo sapiens	Metazoa	919	False	Validation_2
Q38885	Arabidopsis thaliana	Viridiplantae	551	False	Validation_2
P84817	Rattus norvegicus	Metazoa	152	False	Validation_2
Q05937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343	False	Validation_2
Q8K459	Mus musculus	Metazoa	51	False	Validation_2
Q8BGD8	Mus musculus	Metazoa	79	False	Validation_2
Q6UXN9	Homo sapiens	Metazoa	313	False	Validation_2
Q9VH08	Drosophila melanogaster	Metazoa	317	False	Validation_2
O13600	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	209	False	Validation_2
Q8ITW8	Caenorhabditis elegans	Metazoa	504	False	Validation_2
Q9VB62	Drosophila melanogaster	Metazoa	609	False	Validation_2
Q9BXL5	Homo sapiens	Metazoa	484	False	Validation_2
Q10335	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	397	False	Validation_2
Q9LHE5	Arabidopsis thaliana	Viridiplantae	309	False	Validation_2
Q10198	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624	False	Validation_2
Q9Z206	Mus musculus	Metazoa	595	False	Validation_2
Q12318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242	False	Validation_2
Q9UMY1	Homo sapiens	Metazoa	257	False	Validation_2
P33447	Trypanosoma cruzi	Other	416	False	Validation_2
Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False	Validation_2
Q9W3E2	Drosophila melanogaster	Metazoa	1195	False	Validation_2
O35394	Rattus norvegicus	Metazoa	185	True	Validation_2
Q7Z2W9	Homo sapiens	Metazoa	205	False	Validation_2
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	Validation_2
Q7RX40	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	158	False	Validation_2
Q03824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705	False	Validation_2
O15164	Homo sapiens	Metazoa	1050	False	Validation_2
Q8N567	Homo sapiens	Metazoa	271	False	Validation_2
Q9BWX1	Homo sapiens	Metazoa	381	False	Validation_2
Q9CQP8	Mus musculus	Metazoa	194	False	Validation_2
Q9YHT2	Gallus gallus	Metazoa	290	False	Validation_2
Q9LEZ1	Arabidopsis thaliana	Viridiplantae	144	False	Validation_2
F4J7T2	Arabidopsis thaliana	Viridiplantae	1907	False	Validation_2
P53289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263	False	Validation_2
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False	Validation_2
P47006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233	False	Validation_2
P53064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	558	False	Validation_2
Q9S7D1	Arabidopsis thaliana	Viridiplantae	808	False	Validation_2
G5ECN5	Caenorhabditis elegans	Metazoa	388	False	Validation_2
